Servicio,Region,Comuna,Tipo_1,Dependencia,Tipo,Nombre,Direccion,Telefono,Fax
Coquimbo,4,LOS VILOS,HOSPITALES,Servicio,Establecimiento Menor Complejidad,Hospital San Pedro de los Vilos,Arauco N° 400,053-663626,053-663761
Coquimbo,4,LA SERENA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Cardenal Caro,"Avda 4 Esquinas N° S/N, La Serena",051-296963,051-296861
Coquimbo,4,LA SERENA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Las Compañías,"Esmeralda N° S/N, Compañía Baja, La Serena",051-253882,051-253882
Coquimbo,4,LA SERENA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Pedro Aguirre Cerda,Emilio Bello Nº 918,051-253882,051-272547
Coquimbo,4,COQUIMBO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar San Juan,JJ Oliver N° S/N,051-331110,051-310131
Coquimbo,4,COQUIMBO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Santa Cecilia,"Las Heras N° 1100, Parte Alta",051-321108,051-321108
Coquimbo,4,COQUIMBO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Tierras Blancas,Linares N° 915,051-241752,051-241752
Coquimbo,4,PAIGUANO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio Paihuano,Balmaceda N° S/N,051-451006,
Coquimbo,4,MONTE PATRIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Consultorio Monte Patria,Poniu Nº 80,053-711027,053-711304
Coquimbo,4,PUNITAQUI,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio Punitaqui,Carlos Galleguillos N° S/N,053-731027,053-731252
Coquimbo,4,CANELA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio Canela,Joel Muñoz Nº 495,053-540007,053-540007
Coquimbo,4,RÍO HURTADO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio Pichasca,"Calle Única N° S/N, Pichasca",053-691634,
Coquimbo,4,MONTE PATRIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio Chañaral Alto,Bernardo O'Higgins N° S/N,053-711332,
Coquimbo,4,MONTE PATRIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio Carén,Mac Iver N° S/N,053-726007,053-663082
Coquimbo,4,LA SERENA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Urbano,Consultorio Emilio Schaffhauser,"Avda Francisco de Aguirre N° S/N, La Serena",051-221087,
Coquimbo,4,LA HIGUERA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio La Higuera,Avda La Paz N° S/N,051-331331,
Coquimbo,4,OVALLE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio Cerrillos Tamaya,Cerrillos de Tamaya N° S/N,053-631005,
Coquimbo,4,OVALLE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Jorge Jordán Domic,Magallanes Moure Nº 794,053-624562,
Coquimbo,4,MONTE PATRIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio El Palqui,Pedro León Gallo N° S/N,053-711072,
Coquimbo,4,LA SERENA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Cardenal Raúl Silva Henríquez de La Serena,"Avda La Paz N° S/N, El Tofo",051-257782,
Coquimbo,4,COQUIMBO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Consultorio Tongoy,"Fundición Norte Nº 127, Tongoy",,
Coquimbo,4,OVALLE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Marcos Macuada,"Covarrubias Nº 260, Ovalle",053-632535,053-632541
Coquimbo,4,COQUIMBO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Dr Sergio Aguilar Delgado,Avda Alessandri N° 1035 esquina Lenox,051-325404,
Coquimbo,4,OVALLE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Centro de Salud Familiar Sotaqui,Camino al Guindo N° S/N,(53)632792,
Coquimbo,4,LA SERENA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Algarrobito,"Callejón Carlos Mery N° S/N, Aldea Algarrobito",,
Coquimbo,4,LA SERENA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Las Rojas,Calle Principal S/N Las Rojas,,
Coquimbo,4,LA SERENA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural El Romero,"Ruta al Romero, Aldea Romero",,
Coquimbo,4,COQUIMBO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural El Tangue,Sector El Tangue,,
Coquimbo,4,COQUIMBO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Guanaqueros,"Avda Guanaqueros 4850, Pueblo de Guanaqueros",051-395766,
Coquimbo,4,COQUIMBO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Pan de Azúcar,Santa Filomena S/N Ruta 43,051-241260,
Coquimbo,4,COQUIMBO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Tambillo,"Covadonga Nº22, Tambillos",,
Coquimbo,4,RÍO HURTADO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural El Chañar,Camino único El Chañar,,
Coquimbo,4,RÍO HURTADO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Hurtado,Camino único Hurtado,053-691816,
Coquimbo,4,RÍO HURTADO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Las Breas (Río Hurtado),Calle única S/N Las Breas,,
Coquimbo,4,RÍO HURTADO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Samo Alto,Calle ünica Samo Alto,053-691634,
Coquimbo,4,RÍO HURTADO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Serón,Calle única Serón,,
Coquimbo,4,OVALLE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Barraza,Calle única S/N Barraza,,
Coquimbo,4,OVALLE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Camarico (Ovalle),Camino público Camarico,,
Coquimbo,4,OVALLE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Alcones Bajo,Sector Alcones Bajo,,
Coquimbo,4,OVALLE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Las Sossas,Calle única S/N Las Sossas,,
Coquimbo,4,OVALLE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Limarí,Camino Público Limarí,053-632793,
Coquimbo,4,OVALLE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Hornillos,Calle única Hornillos,,
Coquimbo,4,MONTE PATRIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Chilecito,Calle única Chilecito,,
Coquimbo,4,MONTE PATRIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Hacienda Valdivia,Calle única Hacienda Valdivia,,
Coquimbo,4,MONTE PATRIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Huatulame,Carretera N° S/N,053-711601,
Coquimbo,4,MONTE PATRIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Mialqui,Calle única El Mialqui,,
Coquimbo,4,MONTE PATRIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Pedregal,Calle única Pedregal,,
Coquimbo,4,MONTE PATRIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Rapel (Monte Patria),Aldea Rapel,,
Coquimbo,4,COMBARBALÁ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural San Lorenzo (Combarbalá),San Lorenzo N° S/N,,
Coquimbo,4,COMBARBALÁ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural San Marcos (Combarbalá),Sector San Marcos,,
Coquimbo,4,MONTE PATRIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Tulahuén,Calle única Tulahuén,,
Coquimbo,4,MONTE PATRIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural El Maitén,Calle única El Maitén,,
Coquimbo,4,OVALLE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Chalinga,Sector Chalinga,,
Coquimbo,4,OVALLE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Cerro Blanco,Sector Cerro Blanco,,
Coquimbo,4,PUNITAQUI,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Divisadero,Sector Divisadero,,
Coquimbo,4,COMBARBALÁ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Manquehua,Manquehua N° S/N,,
Coquimbo,4,PUNITAQUI,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural San Pedro de Quiles,Sector San Pedro de Quiles,,
Coquimbo,4,ILLAPEL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Cárcamo,Sector Cárcamo,,
Coquimbo,4,ILLAPEL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Huintil,Sector Huintil,,
Coquimbo,4,ILLAPEL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Limáhuida,Sector Limáhuida,,
Coquimbo,4,ILLAPEL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Matancilla,Calle única Matancilla,,
Coquimbo,4,ILLAPEL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Peralillo Illapel,Calle única Peralillo,,
Coquimbo,4,ILLAPEL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Santa Virginia,Sector Santa Virginia,,
Coquimbo,4,ILLAPEL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Tunga Norte,Sector Tunga Norte,,
Coquimbo,4,CANELA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Mincha Norte,Sector Mincha Norte,,
Coquimbo,4,CANELA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Agua Fría,Sector Agua Fría,,
Coquimbo,4,SALAMANCA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Cuncumén(Salamanca),Camino Público Cuncumén,,
Coquimbo,4,SALAMANCA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Tranquilla,Aldea Tranquilla,,
Coquimbo,4,SALAMANCA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Cunlagua,Sector Cunlagua,,
Coquimbo,4,SALAMANCA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Chillepín,Sector Chillepín,,
Coquimbo,4,SALAMANCA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Llimpo,Sector Llimpo,,
Coquimbo,4,SALAMANCA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural San Agustín (Salamanca),Aldea San Agustín,,
Coquimbo,4,SALAMANCA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Tahuinco,Aldea Tahuinco,,
Coquimbo,4,COMBARBALÁ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Barrancas,Barrancas N° S/N,,
Coquimbo,4,COMBARBALÁ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Cogotí 18,Cogotí N° S/N,,
Coquimbo,4,COMBARBALÁ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural El Huacho,El Huacho N° S/N,,
Coquimbo,4,COMBARBALÁ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural El Sauce (Combarbalá),El Sauce N° S/N,,
Coquimbo,4,COMBARBALÁ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Quilitapia,Quilitapia N° S/N,,
Coquimbo,4,COMBARBALÁ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural La Ligua,La Ligua N° S/N,,
Coquimbo,4,COMBARBALÁ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Ramadilla,Ramadilla N° S/N,,
Coquimbo,4,COMBARBALÁ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Valle Hermoso,Valle Hermoso N° S/N,,
Coquimbo,4,VICUÑA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Diaguitas,"Los Perales 2, Aldea Diaguitas",,
Coquimbo,4,VICUÑA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural El Molle,Balmaceda N° S/N,,
Coquimbo,4,VICUÑA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural El Tambo ( San Vicente),"21 de Mayo 88, Aldea El Tambo",,
Coquimbo,4,VICUÑA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Huanta,Avda Elqui Nº 25,,
Coquimbo,4,VICUÑA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Peralillo Vicuña,"Calle Principal s/n, Aldea Peralillo",,
Coquimbo,4,VICUÑA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Rivadavia,Calle O`Higgins Nº46,,
Coquimbo,4,VICUÑA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Talcuna,Calle Los Alamos N° S/N,,
Coquimbo,4,VICUÑA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Chapilca,Calle Las Rosas N° S/N,,
Coquimbo,4,PAIGUANO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Horcón (Paiguano),Calle única sector plaza s/n Horcón,,
Coquimbo,4,PAIGUANO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Monte Grande,Calle única N° S/N Montegrande,,
Coquimbo,4,PAIGUANO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Pisco Elqui,Psje Los Copihues esq José,,
Coquimbo,4,LOS VILOS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Caimanes,"Pedro Aguirre Cerda N° S/N, Aldea Caimanes",,
Coquimbo,4,LOS VILOS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Guangualí,"Santiago Bueras N° S/N, Guangualí",,
Coquimbo,4,LOS VILOS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Quilimarí,"Amador Iglesias N° S/N, Quilimarí",,
Coquimbo,4,LOS VILOS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Tilama,Camino Público Tilama,,
Coquimbo,4,CANELA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Canela Alta,Sector Canela Alta,,
Coquimbo,4,CANELA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Los Rulos,Sector Los Rulos,,
Coquimbo,4,CANELA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Huentelauquén,Sector Huentelauquén,,
Coquimbo,4,ILLAPEL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Plan de Hornos,Sector Plan de Hornos,,
Coquimbo,4,ILLAPEL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Tunga Sur,Sector Tunga Sur,,
Coquimbo,4,ILLAPEL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Cañas Uno,Aldea Cañas Uno,,
Coquimbo,4,CANELA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Espíritu Santo,Sector Espíritu Santo,,
Coquimbo,4,MONTE PATRIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Ramadas de Tulahuén,Camino Unico Ramadas,,
Coquimbo,4,COMBARBALÁ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural El Durazno(Combarbalá),Quebrada El Durazno N° S/N,,
Coquimbo,4,SALAMANCA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Quelén Bajo,Camino único Quelén Bajo,,
Coquimbo,4,SALAMANCA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Camisa,Sector Camisa,,
Coquimbo,4,CANELA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Mincha Sur,Aldea Mincha Norte,,
Coquimbo,4,ILLAPEL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Pintacura Sur,Sector Pintacura Sur,,
Coquimbo,4,CANELA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Jabonería,Sector Jabonería,,
Coquimbo,4,CANELA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Quebrada Linares,Sector Quebrada Linares,,
Coquimbo,4,LA SERENA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Lambert,Calle única N° S/N Lambert,,
Coquimbo,4,LA HIGUERA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Caleta Hornos,Las Palmeras N° S/N Caleta Hornos,,
Coquimbo,4,SALAMANCA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Arboleda Grande,Camino único Arboleda Grande,,
Coquimbo,4,VICUÑA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Calingasta,Calle Miraflores Nº 133,,
Coquimbo,4,RÍO HURTADO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Tabaqueros,Camino único Tabaqueros,,
Coquimbo,4,ILLAPEL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Socavón,Sector Socavón,,
Coquimbo,4,LA HIGUERA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Los Choros,San José N° S/N Punta de Choros,,
Coquimbo,4,LA HIGUERA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural El Trapiche,Ruta 5 El Trapiche,,
Coquimbo,4,OVALLE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Huamalata,Pueblo de Huamalata,053-633003,
Coquimbo,4,PUNITAQUI,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural El Parral de Quiles,Sector El Parral de Quiles,,
Coquimbo,4,LA SERENA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Villa el Indio,Las Lucumas N° S/N,051-336020,051-336020
Coquimbo,4,LA SERENA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Villa Alemania,Antonio Herreros N° 2834,051-281570,
Coquimbo,4,COQUIMBO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar El Alba,"Luis Millares N° 2104, Sector Alba 1",051-336031,
Coquimbo,4,OVALLE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar San José de la Dehesa,Soldado Sánchez N° S/N,053-663950,053-622467
Coquimbo,4,LA SERENA,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Las Compañías,"Esmeralda N° S/N, Compañía Alta",051-253882,
Coquimbo,4,LA SERENA,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Pedro Aguirre Cerda,Emilio Bello Nº 918,051-270680,051-272547
Coquimbo,4,COQUIMBO,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU San Juan,JJ Oliver N° S/N,051-331110,051-310131
Coquimbo,4,COQUIMBO,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Santa Cecilia,"Las Heras N° 1100, Parte Alta",051-321108,051-321108
Coquimbo,4,COQUIMBO,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Tierras Blancas,Linares N° 915,051-241752,051-241752
Coquimbo,4,CANELA,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Canela,Joel Muñoz Nº 495,053-540345,053-241752
Coquimbo,4,OVALLE,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Jorge Jordán Domic,Magallanes Moure Nº 794,053-624562,
Coquimbo,4,LA SERENA,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Raúl Silva Henríquez de La Serena,"Avda La Paz N° S/N, El Tofo",051-257782,
Coquimbo,4,OVALLE,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Marcos Macuada,"Covarrubias Nº 260, Ovalle",053-632535,053-632541
Coquimbo,4,COQUIMBO,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Dr Sergio Aguilar,Alessandri esquina Lenox Nº 1035,051-325404,
Valparaíso San Antonio,5,VALPARAISO,OTRO,Servicio,Clínica Dental Móvil,Clínica Dental Móvil (Valparaíso),Brasil N° 1435,032-2265100,
Valparaíso San Antonio,5,VALPARAISO,HOSPITALES,Servicio,Establecimiento Mayor Complejidad,Hospital Carlos Van Buren (Valparaíso),San Ignacio N° S/N (esquina Colón),032-204000,032-212163
Valparaíso San Antonio,5,VALPARAISO,HOSPITALES,Servicio,Establecimiento Mayor Complejidad,Hospital Dr Eduardo Pereira Ramírez (Valparaíso),Ibsen N° S/N,032-207700,032-241768
Valparaíso San Antonio,5,SAN ANTONIO,HOSPITALES,Servicio,Establecimiento Mayor Complejidad,Hospital Claudio Vicuña ( San Antonio),Carmen Guerrero N° 945,032-212244,032-212087
Valparaíso San Antonio,5,VALPARAISO,HOSPITALES,Servicio,Establecimiento Mediana Complejidad,Hospital Del Salvado (Valparaíso),Subida Carvallo N° 200,032-281012,032-281140
Valparaíso San Antonio,5,CASABLANCA,HOSPITALES,Servicio,Establecimiento Menor Complejidad,Hospital San José (Casablanca),Yungay N° 124,032-741494,032-741494
Valparaíso San Antonio,5,VALPARAISO,ATENCION SECUNDARIA,Servicio,Consultorio de Diagnóstico y Tratamiento,Centro de Sangre y Tejidos IV y V Región,"Blas Cuevas N° 985, Valparaíso",032-257660,032-2258811
Valparaíso San Antonio,5,VALPARAISO,ATENCION SECUNDARIA,Servicio,Centro de Referencia de Salud,Centro de Referencia de Salud Odontológica,Brasil N° 1435,032-257659,
Valparaíso San Antonio,5,VALPARAISO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Placeres,"Colo-Colo N° S/N, Pob Sara Brown, Cerro Placeres",800500513,
Valparaíso San Antonio,5,VALPARAISO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Urbano,Consultorio Esperanza,"Galvarino Nº 7, Cerro Esperanza",800500509,
Valparaíso San Antonio,5,VALPARAISO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Urbano,Consultorio Barón,"Blanco Viel N° 661, Cerro Barón",800500507,
Valparaíso San Antonio,5,VALPARAISO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Reina Isabel II,"Avda Washington N° 1926, Cerro O'Higgins",800500512,
